tweet_id,dog_picture,retweet_count,favorite_count,dog_rating,breed,breed_info_link,breed_img_link,breed_info_text,dog_name,dog_stage
666691418707132416,https://pbs.twimg.com/media/CUCQTpEWEAA7EDz.jpg,44,169,8.0,german shepherd dog,https://dogtime.com/dog-breeds/german-shepherd-dog,https://www.dogtime.com/assets/uploads/2011/01/file_23188_german-shepherd-dog-300x189.jpg,The German Shepherd Dog is one of America’s most popular dog breeds — for good reasons. They’re intelligent and capable working dogs. Their devotion and courage are unmatched. And they’re amazingly versatile.,Christoper,not mentioned
666701168228331520,https://pbs.twimg.com/media/CUCZLHlUAAAeAig.jpg,194,388,8.0,labrador retriever,https://dogtime.com/dog-breeds/labrador-retriever,https://www.dogtime.com/assets/uploads/2011/01/file_22988_labrador-retriever-300x189.jpg,"The Labrador Retriever was bred to be both a friendly companion and a useful working dog breed. Historically, they earned their keep as fishermen’s helpers: hauling nets, fetching ropes, and retrieving fish from the chilly North Atlantic.",Johm,not mentioned
666739327293083650,https://pbs.twimg.com/media/CUC74aTWoAInZey.jpg,60,215,10.0,poodle,https://dogtime.com/dog-breeds/poodle,https://www.dogtime.com/assets/uploads/2011/01/file_23200_poodle-300x189.jpg,"Elegant. Proud. Clever. The Poodle is an impressive dog, as the many best-in-show winners from this dog breed can attest. But behind the blue ribbons, impressive hairdos, and regal attitude, you’ll find an affectionate family dog with an ancient history and many talents.",Lugan,not mentioned
666781792255496192,https://pbs.twimg.com/media/CUDigRXXIAATI_H.jpg,173,351,10.0,italian greyhound,https://dogtime.com/dog-breeds/italian-greyhound,https://www.dogtime.com/assets/uploads/2011/01/file_23110_italian-greyhound-300x189.jpg,"The Italian Greyhound dog breed was a favorite companion of noblewomen in the Middle Ages, especially in Italy. But this small hound was more than a lapdog, having the speed, endurance, and determination to hunt small game. These days, they’re a family dog whose beauty and athleticism is admired in the show ring and in obedience, agility, and rally competitions.",Octaviath,not mentioned
666804364988780544,https://pbs.twimg.com/media/CUD3A7YWoAA82N0.jpg,82,213,8.0,english setter,https://dogtime.com/dog-breeds/english-setter,https://www.dogtime.com/assets/uploads/2011/01/file_22968_english-setter-300x189.jpg,"The English Setter dog breed was named for these dogs’ practice of “setting,” or crouching low, when they found birds so hunters could throw their nets over them. After the development of the gun, breeders developed the dog so they would stand in the more traditional Pointer style.",Jockson,not mentioned
666817836334096384,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg,229,467,9.0,miniature schnauzer,https://dogtime.com/dog-breeds/miniature-schnauzer,https://www.dogtime.com/assets/uploads/2011/01/file_23074_miniature-schnauzer-300x189.jpg,"The Miniature Schnauzer dog breed has it all in one small package: intelligence, affection, an extroverted temperament, humor, and a personality that’s twice as big as their bodies. Throw in that walrus mustache and quivering enthusiasm, and they’ll make you laugh every day.",Jeph,not mentioned
666826780179869698,https://pbs.twimg.com/media/CUELa0NUkAAscGC.jpg,81,234,12.0,maltese,https://dogtime.com/dog-breeds/maltese,https://www.dogtime.com/assets/uploads/2011/01/file_23114_maltese-300x189.jpg,"A gentle and fearless dog breed, the Maltese greets everyone as a friend. Their glamorous white coat gives them a look of haughty nobility, but looks can be deceiving.",not mentioned,not mentioned
666835007768551424,https://pbs.twimg.com/media/CUES51dXIAEahyG.jpg,71,193,10.0,airedale terrier,https://dogtime.com/dog-breeds/airedale-terrier,https://www.dogtime.com/assets/uploads/2011/01/file_23050_airedale-terrier-300x189.jpg,"Known as the “King of Terriers,” the Airedale is indeed the largest of all terriers. The dog breed originated in the Aire Valley of Yorkshire and was created to catch otters and rats in the region between the Aire and Wharfe Rivers. An able sporting dog, they became an ideal working dog as well, proving their worth during World War I.",not mentioned,not mentioned
667044094246576128,https://pbs.twimg.com/media/CUHREBXXAAE6A9b.jpg,44,172,12.0,golden retriever,https://dogtime.com/dog-breeds/golden-retriever,https://www.dogtime.com/assets/uploads/2011/01/file_22980_golden-retriever-300x189.jpg,"The Golden Retriever is one of the most popular dog breeds in the United States. The breed’s friendly, tolerant attitude makes them great family pets, and their intelligence makes them highly capable working dogs.",not mentioned,not mentioned
667062181243039745,https://pbs.twimg.com/media/CUHhgvHUAAA4aB0.jpg,47,201,10.0,chesapeake bay retriever,https://dogtime.com/dog-breeds/chesapeake-bay-retriever,https://www.dogtime.com/assets/uploads/2011/01/file_22958_chesapeake-bay-retriever-300x189.jpg,"The Chesapeake Bay Retriever dog breed originated as a water dog used to hunt and retrieve ducks in the chilly chop of Maryland’s Chesapeake Bay. The dog’s sturdy build, dense coat, stamina, and strength made them ideal for this purpose.",Keet,not mentioned
667073648344346624,https://pbs.twimg.com/media/CUHr8WbWEAEBPgf.jpg,107,371,10.0,chihuahua,https://dogtime.com/dog-breeds/chihuahua,https://www.dogtime.com/assets/uploads/2011/01/file_23102_chihuahua-300x189.jpg,"The Chihuahua dog breed‘s charms include their small size, big personality, and variety in coat types and colors. They’re all dog, fully capable of competing in dog sports such as agility and obedience, and are among the top ten watchdogs recommended by experts.",Dave,not mentioned
667090893657276420,https://pbs.twimg.com/media/CUH7oLuUsAELWib.jpg,112,305,7.0,chihuahua,https://dogtime.com/dog-breeds/chihuahua,https://www.dogtime.com/assets/uploads/2011/01/file_23102_chihuahua-300x189.jpg,"The Chihuahua dog breed‘s charms include their small size, big personality, and variety in coat types and colors. They’re all dog, fully capable of competing in dog sports such as agility and obedience, and are among the top ten watchdogs recommended by experts.",Clybe,not mentioned
667119796878725120,https://pbs.twimg.com/media/CUIV6F7XIAA1tAM.jpg,118,304,10.0,pembroke welsh corgi,https://dogtime.com/dog-breeds/pembroke-welsh-corgi,https://www.dogtime.com/assets/uploads/2011/01/file_23192_pembroke-welsh-corgi-300x189.jpg,"Originally bred to herd cattle, sheep, and horses, the Pembroke Welsh Corgi is an active and intelligent dog breed. Easy to train and eager to learn, Pembrokes are great with children and other pets, and you can find them in four different coat colors and markings.",Gabe,not mentioned
667138269671505920,https://pbs.twimg.com/media/CUImtzEVAAAZNJo.jpg,1980,4195,10.0,west highland white terrier,https://dogtime.com/dog-breeds/west-highland-white-terrier,https://www.dogtime.com/assets/uploads/2011/01/file_23092_west-highland-white-terrier-300x189.jpg,"The best way to describe the wee West Highland White Terrier dog breed from Scotland is simply to say that they’re so full of self-esteem that they know they’re the best thing around. Always on the lookout for a good time, they’ll make you laugh while they entertain themselves.",not mentioned,not mentioned
667152164079423490,https://pbs.twimg.com/media/CUIzWk_UwAAfUNq.jpg,15279,43944,12.0,poodle,https://dogtime.com/dog-breeds/poodle,https://www.dogtime.com/assets/uploads/2011/01/file_23200_poodle-300x189.jpg,"Elegant. Proud. Clever. The Poodle is an impressive dog, as the many best-in-show winners from this dog breed can attest. But behind the blue ribbons, impressive hairdos, and regal attitude, you’ll find an affectionate family dog with an ancient history and many talents.",Pipsy,not mentioned
667160273090932737,https://pbs.twimg.com/media/CUI6uuaW4AAvCIs.jpg,55,232,11.0,golden retriever,https://dogtime.com/dog-breeds/golden-retriever,https://www.dogtime.com/assets/uploads/2011/01/file_22980_golden-retriever-300x189.jpg,"The Golden Retriever is one of the most popular dog breeds in the United States. The breed’s friendly, tolerant attitude makes them great family pets, and their intelligence makes them highly capable working dogs.",Bradlay,not mentioned
667165590075940865,https://pbs.twimg.com/media/CUI_kHBWsAAAef5.jpg,1025,2478,10.0,miniature pinscher,https://dogtime.com/dog-breeds/miniature-pinscher,https://www.dogtime.com/assets/uploads/2011/01/file_23116_miniature-pinscher-300x189.jpg,"The Miniature Pinscher dog breed was originally bred in Germany to hunt vermin, primarily rats, in homes and stables. Many people think that they were developed by breeding Dobermans to progressively smaller sizes, and indeed, they look similar to Dobermans. However, the Min Pin is a distinct and much older breed.",Churlie,not mentioned
667171260800061440,https://pbs.twimg.com/media/CUJEuRIXIAAPDLt.jpg,75,201,10.0,giant schnauzer,https://dogtime.com/dog-breeds/giant-schnauzer,https://www.dogtime.com/assets/uploads/2011/01/file_22924_giant-schnauzer-300x189.jpg,"The Giant Schnauzer was created to be a working dog breed, so they have intelligence and drive. They can be a loyal and courageous companion for the person who can provide them with the training, exercise, and attention they need.",Kenneth,not mentioned
667174963120574464,https://pbs.twimg.com/media/CUJIFoJWsAAL3Dc.jpg,71,227,9.0,poodle,https://dogtime.com/dog-breeds/poodle,https://www.dogtime.com/assets/uploads/2011/01/file_23200_poodle-300x189.jpg,"Elegant. Proud. Clever. The Poodle is an impressive dog, as the many best-in-show winners from this dog breed can attest. But behind the blue ribbons, impressive hairdos, and regal attitude, you’ll find an affectionate family dog with an ancient history and many talents.",Clarence,not mentioned
667176164155375616,https://pbs.twimg.com/media/CUJJLtWWsAE-go5.jpg,414,557,4.0,soft coated wheaten terrier,https://dogtime.com/dog-breeds/soft-coated-wheaten-terrier,https://www.dogtime.com/assets/uploads/2011/01/file_23088_soft-coated-wheaten-terrier-300x189.jpg,"Sturdy and fun loving, the Soft Coated Wheaten Terrier dog breed is a friend to one and all. They’re relatively easygoing for a terrier, need a moderate amount of exercise, and can make a great family dog.",not mentioned,not mentioned
667177989038297088,https://pbs.twimg.com/media/CUJK18UWEAEg7AR.jpg,50,177,8.0,vizsla,https://dogtime.com/dog-breeds/vizsla,https://www.dogtime.com/assets/uploads/2011/01/file_22996_vizsla-300x189.jpg,"Created in Hungary to work as a pointer and retriever, the Vizsla dog breed has an aristocratic bearing. All they really want, though, is to be loved.",Daryl,not mentioned
667182792070062081,https://pbs.twimg.com/media/CUJPNjOWsAAZRqP.jpg,5560,13122,10.0,golden retriever,https://dogtime.com/dog-breeds/golden-retriever,https://www.dogtime.com/assets/uploads/2011/01/file_22980_golden-retriever-300x189.jpg,"The Golden Retriever is one of the most popular dog breeds in the United States. The breed’s friendly, tolerant attitude makes them great family pets, and their intelligence makes them highly capable working dogs.",Timison,not mentioned
667192066997374976,https://pbs.twimg.com/media/CUJXpRBXIAAN0yz.jpg,88,351,12.0,rottweiler,https://dogtime.com/dog-breeds/rottweiler,https://www.dogtime.com/assets/uploads/2011/01/file_22942_rottweiler-300x189.jpg,The Rottweiler was originally dogs bred to drive cattle to market. Later they were used to pull carts for butchers. They were among the earliest police dogs and serve with honor in the military.,not mentioned,not mentioned
667200525029539841,https://pbs.twimg.com/media/CUJfVMPXIAAgbue.jpg,238,569,11.0,siberian husky,https://dogtime.com/dog-breeds/siberian-husky,https://www.dogtime.com/assets/uploads/2011/01/file_22948_siberian-husky-300x189.jpg,"The Siberian Husky dog breed has a beautiful, thick coat that comes in a multitude of colors and markings. Their blue or multi-colored eyes and striking facial masks only add to the appeal of this breed, which originated in Siberia.",Joshwa,not mentioned
667211855547486208,https://pbs.twimg.com/media/CUJppKJWoAA75NP.jpg,220,444,9.0,golden retriever,https://dogtime.com/dog-breeds/golden-retriever,https://www.dogtime.com/assets/uploads/2011/01/file_22980_golden-retriever-300x189.jpg,"The Golden Retriever is one of the most popular dog breeds in the United States. The breed’s friendly, tolerant attitude makes them great family pets, and their intelligence makes them highly capable working dogs.",Genevieve,not mentioned
667393430834667520,https://pbs.twimg.com/media/CUMOyd3XIAAl13H.jpg,51,178,8.0,papillon,https://dogtime.com/dog-breeds/papillon,https://www.dogtime.com/assets/uploads/2011/01/file_23118_papillon-300x189.jpg,"The Papillon dog breed descends from the toy spaniels that are frequently portrayed in paintings by the Old Masters, from as far back as the 16th century. They’re highly active and wonderful competitors in agility and obedience.",Fwed,not mentioned
667405339315146752,https://pbs.twimg.com/media/CUMZnmhUEAEbtis.jpg,204,431,7.0,saint bernard,https://dogtime.com/dog-breeds/saint-bernard,https://www.dogtime.com/assets/uploads/2011/01/file_22944_saint-bernard-300x189.jpg,Originally the Saint Bernard dog breed guarded the grounds of Switzerland’s Hospice Saint Bernard as well as to help find and save lost and injured travelers.,Biden,not mentioned
667435689202614272,https://pbs.twimg.com/media/CUM1OHCW4AEgGSi.jpg,79,283,12.0,rottweiler,https://dogtime.com/dog-breeds/rottweiler,https://www.dogtime.com/assets/uploads/2011/01/file_22942_rottweiler-300x189.jpg,The Rottweiler was originally dogs bred to drive cattle to market. Later they were used to pull carts for butchers. They were among the earliest police dogs and serve with honor in the military.,not mentioned,not mentioned
667453023279554560,https://pbs.twimg.com/media/CUNE_OSUwAAdHhX.jpg,80,292,11.0,labrador retriever,https://dogtime.com/dog-breeds/labrador-retriever,https://www.dogtime.com/assets/uploads/2011/01/file_22988_labrador-retriever-300x189.jpg,"The Labrador Retriever was bred to be both a friendly companion and a useful working dog breed. Historically, they earned their keep as fishermen’s helpers: hauling nets, fetching ropes, and retrieving fish from the chilly North Atlantic.",Cupcake,not mentioned
667455448082227200,https://pbs.twimg.com/media/CUNHMXTU8AAS3HH.jpg,56,179,7.0,tibetan terrier,https://dogtime.com/dog-breeds/tibetan-terrier,https://www.dogtime.com/assets/uploads/2011/01/file_23164_tibetan-terrier-300x189.jpg,The Tibetan Terrier was created to be a companion and friend. Dogs of this breed love being with people and are adaptable to a variety of homes and lifestyles. Their shaggy coat is attractive but requires frequent grooming.,Reese,not mentioned
667470559035432960,https://pbs.twimg.com/media/CUNU78YWEAECmpB.jpg,88,233,11.0,poodle,https://dogtime.com/dog-breeds/poodle,https://www.dogtime.com/assets/uploads/2011/01/file_23200_poodle-300x189.jpg,"Elegant. Proud. Clever. The Poodle is an impressive dog, as the many best-in-show winners from this dog breed can attest. But behind the blue ribbons, impressive hairdos, and regal attitude, you’ll find an affectionate family dog with an ancient history and many talents.",Kohl,not mentioned
